ticker,currency,company_name,exchange,exchange_short,timezone
CNCG,USD,"Concierge Technologies, Inc.",OTC Markets Group,OTCMKTS,America/New_York
IPPLF,USD,Inter Pipeline Ltd.,OTC Markets Group,OTCMKTS,America/New_York
LRTEF,USD,Lanesborough Real Estate Investment Trust,OTC Markets Group,OTCMKTS,America/New_York
OBTEF,USD,Orbital Corporation Limited,OTC Markets Group,OTCMKTS,America/New_York
RMGGY,USD,RESOLUTE MNG LT/ADR,OTC Markets Group,OTCMKTS,America/New_York
STLT,USD,Spotlight Innovation Inc.,OTC Markets Group,OTCMKTS,America/New_York
ACTL,USD,"Artec Global Media, Inc.",OTC Markets Group,OTCMKTS,America/New_York
CHFFY,USD,China Everbright International Limited,OTC Markets Group,OTCMKTS,America/New_York
FETM,USD,"Fentura Financial, Inc.",OTC Markets Group,OTCMKTS,America/New_York
SMRS,USD,"Star Mountain Resources, Inc.",OTC Markets Group,OTCMKTS,America/New_York
WRTBY,USD,Wärtsilä Oyj Abp,OTC Markets Group,OTCMKTS,America/New_York
CYNK,USD,CYNK Technology Corp,OTC Markets Group,OTCMKTS,America/New_York
QSMG,USD,Quest Management Inc.,OTC Markets Group,OTCMKTS,America/New_York
RKUNF,USD,"Rakuten, Inc.",OTC Markets Group,OTCMKTS,America/New_York
VIGLF,USD,Vigil Health Solutions Inc,OTC Markets Group,OTCMKTS,America/New_York
HCBC,USD,"High Country Bancorp, Inc.",OTC Markets Group,OTCMKTS,America/New_York
POOSF,USD,Poseidon Concepts Corp.,OTC Markets Group,OTCMKTS,America/New_York
STWC,USD,"STWC Holdings, Inc.",OTC Markets Group,OTCMKTS,America/New_York
MAURY,USD,"Marui Group Co., Ltd.",OTC Markets Group,OTCMKTS,America/New_York
LSFG,USD,"Lifestore Financial Group, Inc.",OTC Markets Group,OTCMKTS,America/New_York
STTFF,USD,SmarTone Telecommunications Holdings Limited,OTC Markets Group,OTCMKTS,America/New_York
TNRK,USD,"TNR Technical, Inc.",OTC Markets Group,OTCMKTS,America/New_York
AWTRF,USD,Air Water Inc,OTC Markets Group,OTCMKTS,America/New_York
CBAF,USD,CITBA Financial Corporation,OTC Markets Group,OTCMKTS,America/New_York
FLRAF,USD,Essentra plc,OTC Markets Group,OTCMKTS,America/New_York
FMCCK,USD,Freddie Mac,OTC Markets Group,OTCMKTS,America/New_York
GEBHF,USD,Genting Berhad,OTC Markets Group,OTCMKTS,America/New_York
GXYEF,USD,Galaxy Entertainment Group Limited,OTC Markets Group,OTCMKTS,America/New_York
HBEIF,USD,Honey Badger Exploration Inc.,OTC Markets Group,OTCMKTS,America/New_York
SASDY,USD,SAS AB (publ),OTC Markets Group,OTCMKTS,America/New_York
LOGN,USD,Logansport Financial Corp.,OTC Markets Group,OTCMKTS,America/New_York
PRDSY,USD,Prada S.p.A.,OTC Markets Group,OTCMKTS,America/New_York
SEMFF,USD,SEMAFO Inc.,OTC Markets Group,OTCMKTS,America/New_York
UPMKF,USD,UPM-Kymmene Oyj,OTC Markets Group,OTCMKTS,America/New_York
ACEHF,USD,PT Ace Hardware Indonesia Tbk,OTC Markets Group,OTCMKTS,America/New_York
FGROY,USD,FIRSTGROUP/ADR,OTC Markets Group,OTCMKTS,America/New_York
AILLN,USD,Ameren Illinois Company,OTC Markets Group,OTCMKTS,America/New_York
EANRF,USD,Eastmain Resources Inc.,OTC Markets Group,OTCMKTS,America/New_York
SAPIF,USD,Saputo Inc.,OTC Markets Group,OTCMKTS,America/New_York
GELGF,USD,Chatham Rock Phosphate Ltd,OTC Markets Group,OTCMKTS,America/New_York
RAFI,USD,"Regency Affiliates, Inc.",OTC Markets Group,OTCMKTS,America/New_York
SAXPY,USD,Sampo Oyj,OTC Markets Group,OTCMKTS,America/New_York
SUMCF,USD,Sumco Corporation,OTC Markets Group,OTCMKTS,America/New_York
CICN,USD,Cicero Inc.,OTC Markets Group,OTCMKTS,America/New_York
EIPAF,USD,Eni S.p.A.,OTC Markets Group,OTCMKTS,America/New_York
ARHVF,USD,Archer Limited,OTC Markets Group,OTCMKTS,America/New_York
ESOCF,USD,Enel SpA,OTC Markets Group,OTCMKTS,America/New_York
FBTT,USD,"First Bankers Trustshares, Inc.",OTC Markets Group,OTCMKTS,America/New_York
KMSWF,USD,Kingmaker Footwear Holdings Limited,OTC Markets Group,OTCMKTS,America/New_York
NGKSY,USD,"NGK Spark Plug Co., Ltd.",OTC Markets Group,OTCMKTS,America/New_York
SRGZ,USD,Star Gold Corp.,OTC Markets Group,OTCMKTS,America/New_York
FXCNY,USD,FIH Mobile Limited,OTC Markets Group,OTCMKTS,America/New_York
PGTMF,USD,Ascent Industries Corp.,OTC Markets Group,OTCMKTS,America/New_York
EGMCF,USD,Emgold Mining Corporation,OTC Markets Group,OTCMKTS,America/New_York
RHKJF,USD,RHÖN-KLINIKUM Aktiengesellschaft,OTC Markets Group,OTCMKTS,America/New_York
HSQVY,USD,Husqvarna AB (publ),OTC Markets Group,OTCMKTS,America/New_York
ACKRF,USD,American Creek Resources Ltd.,OTC Markets Group,OTCMKTS,America/New_York
MCHB,USD,Mechanics Bank,OTC Markets Group,OTCMKTS,America/New_York
TYHOF,USD,Toyota Tsusho Corp,OTC Markets Group,OTCMKTS,America/New_York
PRHR,USD,PetroShare Corp.,OTC Markets Group,OTCMKTS,America/New_York
PRSI,USD,"Portsmouth Square, Inc.",OTC Markets Group,OTCMKTS,America/New_York
TGTNF,USD,Tungsten Corporation Plc,OTC Markets Group,OTCMKTS,America/New_York
AILIH,USD,Ameren Illinois Company,OTC Markets Group,OTCMKTS,America/New_York
BAYRY,USD,Bayer Aktiengesellschaft,OTC Markets Group,OTCMKTS,America/New_York
QBAN,USD,"Telco Cuba, Inc.",OTC Markets Group,OTCMKTS,America/New_York
UEPEO,USD,Union Electric Company,OTC Markets Group,OTCMKTS,America/New_York
VCOGF,USD,Victoria Oil & Gas Plc,OTC Markets Group,OTCMKTS,America/New_York
GBOOF,USD,"Grupo Financiero Banorte, S.A.B. de C.V.",OTC Markets Group,OTCMKTS,America/New_York
NPRVF,USD,Napier Ventures Inc.,OTC Markets Group,OTCMKTS,America/New_York
CLVFA,USD,Cloverleaf Kennel Club,OTC Markets Group,OTCMKTS,America/New_York
INRLF,USD,Valneva SE,OTC Markets Group,OTCMKTS,America/New_York
FAPPF,USD,FIRST ASSET ACTIVE UTIL & INFRA,OTC Markets Group,OTCMKTS,America/New_York
GOGR,USD,Go Green Global Technologies Corp.,OTC Markets Group,OTCMKTS,America/New_York
SMIZF,USD,"Meliá Hotels International, S.A.",OTC Markets Group,OTCMKTS,America/New_York
DUFRY,USD,Dufry AG,OTC Markets Group,OTCMKTS,America/New_York
GFIOF,USD,Gold Fields Limited,OTC Markets Group,OTCMKTS,America/New_York
LBLCF,USD,Loblaw Companies Limited,OTC Markets Group,OTCMKTS,America/New_York
PTKFY,USD,PT Kalbe Farma Tbk.,OTC Markets Group,OTCMKTS,America/New_York
SRUXY,USD,Sirius Minerals Plc,OTC Markets Group,OTCMKTS,America/New_York
GNOLF,USD,Genoil Inc.,OTC Markets Group,OTCMKTS,America/New_York
HEPZF,USD,HRZNS ENHD INC GLD PRD CL E UNT ETF,OTC Markets Group,OTCMKTS,America/New_York
KANP,USD,"Kaanapali Land, LLC",OTC Markets Group,OTCMKTS,America/New_York
ILIAF,USD,Iliad SA,OTC Markets Group,OTCMKTS,America/New_York
PLSQF,USD,Plus500 Ltd.,OTC Markets Group,OTCMKTS,America/New_York
UNMK,USD,"Tritent International Agriculture, Inc.",OTC Markets Group,OTCMKTS,America/New_York
LNMIY,USD,Lonmin Plc,OTC Markets Group,OTCMKTS,America/New_York
PYTG,USD,"Pyramidion Technology Group, Inc.",OTC Markets Group,OTCMKTS,America/New_York
WLOLQ,USD,Winland Ocean Shipping Corp,OTC Markets Group,OTCMKTS,America/New_York
AIQUF,USD,L'Air Liquide S.A.,OTC Markets Group,OTCMKTS,America/New_York
LTDH,USD,"Living 3D Holdings, Inc.",OTC Markets Group,OTCMKTS,America/New_York
LGFRY,USD,Longfor Group Holdings Limited,OTC Markets Group,OTCMKTS,America/New_York
TMTNF,USD,Toromont Industries Ltd.,OTC Markets Group,OTCMKTS,America/New_York
DGWPF,USD,Draegerwerk AG & Co KGaA,OTC Markets Group,OTCMKTS,America/New_York
GPHOF,USD,Graphite One Inc.,OTC Markets Group,OTCMKTS,America/New_York
LANZ,USD,"Lancer Orthodontics, Inc.",OTC Markets Group,OTCMKTS,America/New_York
AZRH,USD,Azure Holding Group Corp.,OTC Markets Group,OTCMKTS,America/New_York
BRTHY,USD,BROTHER INDUSTR/ADR,OTC Markets Group,OTCMKTS,America/New_York
INCKF,USD,Revelo Resources Corp.,OTC Markets Group,OTCMKTS,America/New_York
MCRZF,USD,Mincor Resources NL,OTC Markets Group,OTCMKTS,America/New_York
TFCCF,USD,Terra Firma Capital Corporation,OTC Markets Group,OTCMKTS,America/New_York
HYEG,USD,"Hydrogen Engine Center, Inc.",OTC Markets Group,OTCMKTS,America/New_York
IRSB,USD,"Iris BioTechnologies, Inc.",OTC Markets Group,OTCMKTS,America/New_York
SKUYF,USD,"Sansei Technologies, Inc.",OTC Markets Group,OTCMKTS,America/New_York
SOMMY,USD,"Sumitomo Chemical Company, Limited",OTC Markets Group,OTCMKTS,America/New_York
EQUI,USD,"EquiFin, Inc.",OTC Markets Group,OTCMKTS,America/New_York
TWODF,USD,Taylor Wimpey plc,OTC Markets Group,OTCMKTS,America/New_York
UUICF,USD,UNITED URBAN INVESTMENT CORP.,OTC Markets Group,OTCMKTS,America/New_York
ELXMF,USD,Ellex Medical Lasers Limited,OTC Markets Group,OTCMKTS,America/New_York
FHGDF,USD,Founder Holdings Limited,OTC Markets Group,OTCMKTS,America/New_York
FTMDF,USD,Fortune Minerals Limited,OTC Markets Group,OTCMKTS,America/New_York
GDMRF,USD,Golden Dawn Minerals Inc.,OTC Markets Group,OTCMKTS,America/New_York
ILUS,USD,Ilustrato Pictures International Inc.,OTC Markets Group,OTCMKTS,America/New_York
BMBLF,USD,Brambles Limited,OTC Markets Group,OTCMKTS,America/New_York
PPRQF,USD,Choice Properties Real Estate Investment Trust,OTC Markets Group,OTCMKTS,America/New_York
RKNEF,USD,Optiva Inc.,OTC Markets Group,OTCMKTS,America/New_York
APRCP,USD,Alabama Power Company,OTC Markets Group,OTCMKTS,America/New_York
NVCP,USD,NVCN Corp.,OTC Markets Group,OTCMKTS,America/New_York
FOEAF,USD,Dolphin Drilling ASA,OTC Markets Group,OTCMKTS,America/New_York
LRTNF,USD,Pure Gold Mining Inc.,OTC Markets Group,OTCMKTS,America/New_York
OCDGF,USD,Ocado Group plc,OTC Markets Group,OTCMKTS,America/New_York
RASFP,USD,RAIT Financial Trust 7.75% CUM PFD A,OTC Markets Group,OTCMKTS,America/New_York
SOUM,USD,SoOum Corp.,OTC Markets Group,OTCMKTS,America/New_York
HGGOF,USD,HighGold Mining Inc.,OTC Markets Group,OTCMKTS,America/New_York
AIFS,USD,"Agent Information Software, Inc.",OTC Markets Group,OTCMKTS,America/New_York
CPROF,USD,Cortelco Systems Puerto Rico Inc,OTC Markets Group,OTCMKTS,America/New_York
MSBHF,USD,Mitsubishi Corporation,OTC Markets Group,OTCMKTS,America/New_York
EDEYF,USD,Eden Innovations Ltd,OTC Markets Group,OTCMKTS,America/New_York
RYDAF,USD,Royal Dutch Shell plc,OTC Markets Group,OTCMKTS,America/New_York
VPGI,USD,"Velocity Portfolio Group, Inc",OTC Markets Group,OTCMKTS,America/New_York
GNGBF,USD,Getinge AB,OTC Markets Group,OTCMKTS,America/New_York
LNXSF,USD,LANXESS Aktiengesellschaft,OTC Markets Group,OTCMKTS,America/New_York
PHPYF,USD,Pushpay Holdings Limited,OTC Markets Group,OTCMKTS,America/New_York
RBSFY,USD,Rubis,OTC Markets Group,OTCMKTS,America/New_York
GXOCF,USD,Granite Oil Corp.,OTC Markets Group,OTCMKTS,America/New_York
MRWSY,USD,Wm Morrison Supermarkets PLC,OTC Markets Group,OTCMKTS,America/New_York
MYMNF,USD,Young Australian Mines Ltd.,OTC Markets Group,OTCMKTS,America/New_York
UBAB,USD,"United Bancorporation of Alabama, Inc.",OTC Markets Group,OTCMKTS,America/New_York
WOSCF,USD,Ferguson plc,OTC Markets Group,OTCMKTS,America/New_York
AWRY,USD,ALLEGHENY WEST RY CAP 6 GTD ORD,OTC Markets Group,OTCMKTS,America/New_York
EMPK,USD,"Empire Bancorp, Inc.",OTC Markets Group,OTCMKTS,America/New_York
JOEY,USD,"Joey New York, Inc.",OTC Markets Group,OTCMKTS,America/New_York
RSSS,USD,"Research Solutions, Inc.",OTC Markets Group,OTCMKTS,America/New_York
WOSSF,USD,Water Oasis Group Limited,OTC Markets Group,OTCMKTS,America/New_York
YOKEF,USD,Yokogawa Electric Corporation,OTC Markets Group,OTCMKTS,America/New_York
AUCOY,USD,Polymetal International plc,OTC Markets Group,OTCMKTS,America/New_York
CEBTF,USD,Citychamp Watch & Jewellery Group Limited,OTC Markets Group,OTCMKTS,America/New_York
CHLE,USD,Centennial Specialty Foods Corp.,OTC Markets Group,OTCMKTS,America/New_York
HMRZF,USD,H & M Hennes & Mauritz AB (publ),OTC Markets Group,OTCMKTS,America/New_York
IVPAF,USD,Ivanhoe Mines Ltd.,OTC Markets Group,OTCMKTS,America/New_York
VNMHF,USD,VietNam Holding Limited,OTC Markets Group,OTCMKTS,America/New_York
CNAF,USD,Commercial National Financial Corporation,OTC Markets Group,OTCMKTS,America/New_York
FIRZF,USD,Firebird Resources Inc.,OTC Markets Group,OTCMKTS,America/New_York
CHYL,USD,China Senior Living Industry International Holding Corporation,OTC Markets Group,OTCMKTS,America/New_York
KBKCP,USD,KBK CAPITAL TRUST I,OTC Markets Group,OTCMKTS,America/New_York
MDGEF,USD,Medigene AG,OTC Markets Group,OTCMKTS,America/New_York
PANG,USD,"Panacea Global, Inc.",OTC Markets Group,OTCMKTS,America/New_York
RSSFF,USD,Affinor Growers Inc.,OTC Markets Group,OTCMKTS,America/New_York
SAFRY,USD,Safran SA,OTC Markets Group,OTCMKTS,America/New_York
UBAAF,USD,Urbana Corporation,OTC Markets Group,OTCMKTS,America/New_York
RGUS,USD,"REGI U.S., Inc.",OTC Markets Group,OTCMKTS,America/New_York
VCPS,USD,VinCompass Corp.,OTC Markets Group,OTCMKTS,America/New_York
BNGLF,USD,Bengal Energy Ltd.,OTC Markets Group,OTCMKTS,America/New_York
CBEV,USD,Capital Beverage Corporation,OTC Markets Group,OTCMKTS,America/New_York
GPLA,USD,"GamePlan, Inc.",OTC Markets Group,OTCMKTS,America/New_York
SPMLF,USD,Sentry Select Primary Metals Corp.,OTC Markets Group,OTCMKTS,America/New_York
ASBRF,USD,"Asahi Group Holdings, Ltd.",OTC Markets Group,OTCMKTS,America/New_York
OUTFF,USD,Outokumpu Oyj,OTC Markets Group,OTCMKTS,America/New_York
PURA,USD,"Puration, Inc.",OTC Markets Group,OTCMKTS,America/New_York
APRDN,USD,Alabama Power Company,OTC Markets Group,OTCMKTS,America/New_York
CMGHF,USD,Chaoda Modern Agriculture (Holdings) Limited,OTC Markets Group,OTCMKTS,America/New_York
RMLRF,USD,Ramelius Resources Limited,OTC Markets Group,OTCMKTS,America/New_York
AHCHY,USD,Anhui Conch Cement Company Limited,OTC Markets Group,OTCMKTS,America/New_York
BURBY,USD,Burberry Group plc,OTC Markets Group,OTCMKTS,America/New_York
CBDS,USD,"Cannabis Sativa, Inc.",OTC Markets Group,OTCMKTS,America/New_York
CDTI,USD,"CDTi Advanced Materials, Inc.",OTC Markets Group,OTCMKTS,America/New_York
DULUF,USD,DuluxGroup Limited,OTC Markets Group,OTCMKTS,America/New_York
PYTCY,USD,Playtech plc,OTC Markets Group,OTCMKTS,America/New_York
KROTY,USD,Kroton Educacional S.A.,OTC Markets Group,OTCMKTS,America/New_York
LYSFY,USD,Lerøy Seafood Group ASA,OTC Markets Group,OTCMKTS,America/New_York
YAHOF,USD,Yahoo Japan Corporation,OTC Markets Group,OTCMKTS,America/New_York
JAPAF,USD,Japan Tobacco Inc.,OTC Markets Group,OTCMKTS,America/New_York
GWSO,USD,"Global Warming Solutions, Inc.",OTC Markets Group,OTCMKTS,America/New_York
IUTCF,USD,iShares S&P/TSX Global Gold Index ETF,OTC Markets Group,OTCMKTS,America/New_York
QRMLF,USD,Quest Rare Minerals Ltd.,OTC Markets Group,OTCMKTS,America/New_York
QUCT,USD,"Queen City Investments, Inc.",OTC Markets Group,OTCMKTS,America/New_York
TJIPF,USD,Tianjin Port Development Holdings Limited,OTC Markets Group,OTCMKTS,America/New_York
SQCF,USD,"Susquehanna Community Financial, Inc.",OTC Markets Group,OTCMKTS,America/New_York
IHHHF,USD,IHH Healthcare Bhd,OTC Markets Group,OTCMKTS,America/New_York
NXGPF,USD,NEXT plc,OTC Markets Group,OTCMKTS,America/New_York
JANL,USD,Janel Corporation,OTC Markets Group,OTCMKTS,America/New_York
LOVI,USD,One2One Living Corporation,OTC Markets Group,OTCMKTS,America/New_York
SUHJF,USD,Sun Hung Kai Properties Limited,OTC Markets Group,OTCMKTS,America/New_York
HDGHF,USD,Haydale Graphene Industries plc,OTC Markets Group,OTCMKTS,America/New_York
MKTY,USD,"Mechanical Technology, Incorporated",OTC Markets Group,OTCMKTS,America/New_York
GASNY,USD,"Naturgy Energy Group, S.A.",OTC Markets Group,OTCMKTS,America/New_York
HRUFF,USD,H&R Real Estate Investment Trust,OTC Markets Group,OTCMKTS,America/New_York
SIOCF,USD,Crystal Lake Mining Corporation,OTC Markets Group,OTCMKTS,America/New_York
RSTRF,USD,Restaurant Brands International Limited Partnership,OTC Markets Group,OTCMKTS,America/New_York
RYLPF,USD,Koninklijke Philips N.V.,OTC Markets Group,OTCMKTS,America/New_York
STRI,USD,"STR Holdings, Inc.",OTC Markets Group,OTCMKTS,America/New_York
AMOVF,USD,"América Móvil, S.A.B. de C.V.",OTC Markets Group,OTCMKTS,America/New_York
CSUAY,USD,China Shenhua Energy Company Limited,OTC Markets Group,OTCMKTS,America/New_York
ELMTY,USD,Elementis plc,OTC Markets Group,OTCMKTS,America/New_York
GGNPF,USD,PT Gudang Garam Tbk,OTC Markets Group,OTCMKTS,America/New_York
CTPMF,USD,Continental Precious Minerals Inc.,OTC Markets Group,OTCMKTS,America/New_York
JCYGY,USD,Jardine Cycle & Carriage Limited,OTC Markets Group,OTCMKTS,America/New_York
PREXF,USD,Power Resource Exploration Inc,OTC Markets Group,OTCMKTS,America/New_York
SRGG,USD,"Surge Global Energy, Inc.",OTC Markets Group,OTCMKTS,America/New_York
TTTM,USD,T3M Inc.,OTC Markets Group,OTCMKTS,America/New_York
VIVHY,USD,Vivendi SA,OTC Markets Group,OTCMKTS,America/New_York
WHZT,USD,Whiting USA Trust II,OTC Markets Group,OTCMKTS,America/New_York
AGRUF,USD,AF Gruppen ASA,OTC Markets Group,OTCMKTS,America/New_York
AXIM,USD,"AXIM Biotechnologies, Inc.",OTC Markets Group,OTCMKTS,America/New_York
CWMCF,USD,Consolidated Woodjam Copper Corp.,OTC Markets Group,OTCMKTS,America/New_York
MHTX,USD,"Manhattan Scientifics, Inc.",OTC Markets Group,OTCMKTS,America/New_York
RBRWF,USD,RBI Ventures Ltd,OTC Markets Group,OTCMKTS,America/New_York
SWDHY,USD,Skyworth Digital Holdings Limited,OTC Markets Group,OTCMKTS,America/New_York
GZPFY,USD,PJSC Gazprom Neft,OTC Markets Group,OTCMKTS,America/New_York
PLDGP,USD,"Prologis, Inc.",OTC Markets Group,OTCMKTS,America/New_York
SCFFF,USD,Spot Coffee (Canada) Ltd.,OTC Markets Group,OTCMKTS,America/New_York
HSHPF,USD,Hill & Smith Holdings PLC,OTC Markets Group,OTCMKTS,America/New_York
TNSB,USD,TNSB Group Inc.,OTC Markets Group,OTCMKTS,America/New_York
TORZ,USD,Sutor Technology Group Limited,OTC Markets Group,OTCMKTS,America/New_York
DEWY,USD,The Dewey Electronics Corporation,OTC Markets Group,OTCMKTS,America/New_York
KDKGF,USD,Klondike Gold Corp.,OTC Markets Group,OTCMKTS,America/New_York
RYFL,USD,Royal Financial Inc.,OTC Markets Group,OTCMKTS,America/New_York
VVDB,USD,"ViaVid Broadcasting, Inc.",OTC Markets Group,OTCMKTS,America/New_York
BMXI,USD,Brookmount Explorations Inc.,OTC Markets Group,OTCMKTS,America/New_York
BYLB,USD,"Boyle Bancorp, Inc.",OTC Markets Group,OTCMKTS,America/New_York
CCOZF,USD,China Coal Energy Company Limited,OTC Markets Group,OTCMKTS,America/New_York
PYTCF,USD,Playtech PLC,OTC Markets Group,OTCMKTS,America/New_York
RGBP,USD,"Regen BioPharma, Inc.",OTC Markets Group,OTCMKTS,America/New_York
AVEVF,USD,AVEVA Group plc,OTC Markets Group,OTCMKTS,America/New_York
BOLB,USD,BOL Bancshares Inc.,OTC Markets Group,OTCMKTS,America/New_York
CSPKF,USD,COSCO SHIPPING Ports Limited,OTC Markets Group,OTCMKTS,America/New_York
CTBK,USD,City Bank,OTC Markets Group,OTCMKTS,America/New_York
TLOG,USD,TetraLogic Pharmaceuticals Corporation,OTC Markets Group,OTCMKTS,America/New_York
BARZ,USD,"5BARz International, Inc.",OTC Markets Group,OTCMKTS,America/New_York
CDUAF,USD,Canadian Utilities Limited,OTC Markets Group,OTCMKTS,America/New_York
MURCF,USD,Monster Uranium Corp,OTC Markets Group,OTCMKTS,America/New_York
GUORY,USD,GL Limited,OTC Markets Group,OTCMKTS,America/New_York
MFON,USD,Mobivity Holdings Corp.,OTC Markets Group,OTCMKTS,America/New_York
ALPMF,USD,Astellas Pharma Inc.,OTC Markets Group,OTCMKTS,America/New_York
APAFF,USD,Vanadiumcorp Resource Inc.,OTC Markets Group,OTCMKTS,America/New_York
BCKIF,USD,Babcock International Group PLC,OTC Markets Group,OTCMKTS,America/New_York
CFXTF,USD,Conifex Timber Inc.,OTC Markets Group,OTCMKTS,America/New_York
SGAMF,USD,Sega Sammy Holdings Inc.,OTC Markets Group,OTCMKTS,America/New_York
SWPRF,USD,Swiss Prime Site AG,OTC Markets Group,OTCMKTS,America/New_York
TCEC,USD,TransCoastal Corporation,OTC Markets Group,OTCMKTS,America/New_York
WFCF,USD,"Where Food Comes From, Inc.",OTC Markets Group,OTCMKTS,America/New_York
FMBN,USD,"Farmers & Merchants Bancshares, Inc. (Burlington, IA)",OTC Markets Group,OTCMKTS,America/New_York
IUSPF,USD,iShares S&P/TSX Capped REIT Index ETF,OTC Markets Group,OTCMKTS,America/New_York
MJLB,USD,"Ultrack Systems, Inc.",OTC Markets Group,OTCMKTS,America/New_York
OBNNF,USD,Osisko Mining Inc.,OTC Markets Group,OTCMKTS,America/New_York
OCQLF,USD,01 Communique Laboratory Inc.,OTC Markets Group,OTCMKTS,America/New_York
SOHFF,USD,Telson Mining Corporation,OTC Markets Group,OTCMKTS,America/New_York
SQNXF,USD,"Square Enix Holdings Co., Ltd.",OTC Markets Group,OTCMKTS,America/New_York
CURLF,USD,"Curaleaf Holdings, Inc.",OTC Markets Group,OTCMKTS,America/New_York
CILJF,USD,China Life Insurance Company Limited,OTC Markets Group,OTCMKTS,America/New_York
HARI,USD,"Harvard Illinois Bancorp, Inc.",OTC Markets Group,OTCMKTS,America/New_York
APCOF,USD,New Tech Minerals Corp.,OTC Markets Group,OTCMKTS,America/New_York
ARESF,USD,Artis Real Estate Investment Trust,OTC Markets Group,OTCMKTS,America/New_York
LNMIF,USD,Lonmin Plc,OTC Markets Group,OTCMKTS,America/New_York
ZLPSF,USD,zooplus AG,OTC Markets Group,OTCMKTS,America/New_York
PGENY,USD,Pigeon Corporation,OTC Markets Group,OTCMKTS,America/New_York
SRRE,USD,"Sunrise Real Estate Group, Inc.",OTC Markets Group,OTCMKTS,America/New_York
CFGW,USD,CMNTY FINL GRP/SH CAP SH,OTC Markets Group,OTCMKTS,America/New_York
ESPGY,USD,Esprit Holdings Limited,OTC Markets Group,OTCMKTS,America/New_York
GLGI,USD,"Greystone Logistics, Inc.",OTC Markets Group,OTCMKTS,America/New_York
ARKAF,USD,Arkema S.A.,OTC Markets Group,OTCMKTS,America/New_York
ZPTAF,USD,Surge Energy Inc.,OTC Markets Group,OTCMKTS,America/New_York
GALKF,USD,Galantas Gold Corporation,OTC Markets Group,OTCMKTS,America/New_York
RFXRF,USD,Running Fox Resource Corp.,OTC Markets Group,OTCMKTS,America/New_York
SOMNF,USD,SomnoMed Limited,OTC Markets Group,OTCMKTS,America/New_York
BYDDY,USD,BYD Company Limited,OTC Markets Group,OTCMKTS,America/New_York
DYNA,USD,"Dynastar Holdings, Inc.",OTC Markets Group,OTCMKTS,America/New_York
KPLUY,USD,K+S Aktiengesellschaft,OTC Markets Group,OTCMKTS,America/New_York
WEBNF,USD,Westpac Banking Corporation,OTC Markets Group,OTCMKTS,America/New_York
ESSE,USD,"Earth Search Sciences, Inc.",OTC Markets Group,OTCMKTS,America/New_York
EWPI,USD,EMERGING WORLD/SH,OTC Markets Group,OTCMKTS,America/New_York
KTYB,USD,"Kentucky Bancshares, Inc.",OTC Markets Group,OTCMKTS,America/New_York
OUKPY,USD,OUTOTEC OYJ,OTC Markets Group,OTCMKTS,America/New_York
RINO,USD,RINO International Corporation,OTC Markets Group,OTCMKTS,America/New_York
ASXFF,USD,ASX Limited,OTC Markets Group,OTCMKTS,America/New_York
TLKGY,USD,Telkom SA SOC Limited,OTC Markets Group,OTCMKTS,America/New_York
EVTZF,USD,Evertz Technologies Limited,OTC Markets Group,OTCMKTS,America/New_York
GDSKF,USD,Nevada Zinc Corporation,OTC Markets Group,OTCMKTS,America/New_York
KLRGF,USD,Keller Group plc,OTC Markets Group,OTCMKTS,America/New_York
MTNOY,USD,MTN Group Limited,OTC Markets Group,OTCMKTS,America/New_York
APCX,USD,AppTech Corp.,OTC Markets Group,OTCMKTS,America/New_York
ERRCF,USD,WestKam Gold Corp.,OTC Markets Group,OTCMKTS,America/New_York
HEAT,USD,SmartHeat Inc.,OTC Markets Group,OTCMKTS,America/New_York
LVWD,USD,"LiveWorld, Inc.",OTC Markets Group,OTCMKTS,America/New_York
PTAUF,USD,Port of Tauranga,OTC Markets Group,OTCMKTS,America/New_York
SHECY,USD,"Shin-Etsu Chemical Co., Ltd.",OTC Markets Group,OTCMKTS,America/New_York
ADTTF,USD,Advantest Corporation,OTC Markets Group,OTCMKTS,America/New_York
EFLVF,USD,Electrovaya Inc.,OTC Markets Group,OTCMKTS,America/New_York
FCGN,USD,FCG INC/SH,OTC Markets Group,OTCMKTS,America/New_York
JPNRF,USD,Japan Airlines Co Ltd,OTC Markets Group,OTCMKTS,America/New_York
KPCPF,USD,Kasikornbank Public Company Limited,OTC Markets Group,OTCMKTS,America/New_York
BVERS,USD,"Beaver Coal Company, Limited",OTC Markets Group,OTCMKTS,America/New_York
ECAOF,USD,Eco (Atlantic) Oil & Gas Ltd.,OTC Markets Group,OTCMKTS,America/New_York
EWPMF,USD,East West Petroleum Corp.,OTC Markets Group,OTCMKTS,America/New_York
FIRRY,USD,1ST TRACTOR CO/ADR,OTC Markets Group,OTCMKTS,America/New_York
GSPE,USD,"GulfSlope Energy, Inc",OTC Markets Group,OTCMKTS,America/New_York
OMNRF,USD,Greenheart Group Limited,OTC Markets Group,OTCMKTS,America/New_York
BTSGF,USD,BTS Group Holdings Public Company Limited,OTC Markets Group,OTCMKTS,America/New_York
EXHI,USD,"Exlites Holdings International, Inc.",OTC Markets Group,OTCMKTS,America/New_York
RBYCF,USD,Rubicon Minerals Corporation,OTC Markets Group,OTCMKTS,America/New_York
SFHLF,USD,SAF-Holland S.A.,OTC Markets Group,OTCMKTS,America/New_York
