ticker,currency,company_name,exchange,exchange_short,timezone
SOCLF,USD,SOCO International plc,OTC Markets Group,OTCMKTS,America/New_York
STLM,USD,St Elmo Silver Mines Corp.,OTC Markets Group,OTCMKTS,America/New_York
VTSYF,USD,Vitasoy International Holdings Limited,OTC Markets Group,OTCMKTS,America/New_York
BPCP,USD,Bishop Capital Corp.,OTC Markets Group,OTCMKTS,America/New_York
EFTB,USD,"EFT Holdings, Inc.",OTC Markets Group,OTCMKTS,America/New_York
GVDI,USD,"Golden Valley Development, Inc",OTC Markets Group,OTCMKTS,America/New_York
FNMAJ,USD,Federal National Mortgage Association,OTC Markets Group,OTCMKTS,America/New_York
FSWA,USD,First Sound Bank,OTC Markets Group,OTCMKTS,America/New_York
RTMNF,USD,Reitmans (Canada) Limited,OTC Markets Group,OTCMKTS,America/New_York
FBPRL,USD,First BanCorp. PFD PERP SER E,OTC Markets Group,OTCMKTS,America/New_York
ALVLF,USD,Alto Ventures Ltd.,OTC Markets Group,OTCMKTS,America/New_York
GLVNF,USD,Gallant Venture Ltd.,OTC Markets Group,OTCMKTS,America/New_York
TETHF,USD,Tethys Petroleum Limited,OTC Markets Group,OTCMKTS,America/New_York
AGYTF,USD,Allergy Therapeutics plc,OTC Markets Group,OTCMKTS,America/New_York
DTCGF,USD,Dometic Group AB (publ),OTC Markets Group,OTCMKTS,America/New_York
MXCYY,USD,Metso Corporation,OTC Markets Group,OTCMKTS,America/New_York
NVZMF,USD,Novozymes A/S,OTC Markets Group,OTCMKTS,America/New_York
HDELY,USD,HeidelbergCement AG,OTC Markets Group,OTCMKTS,America/New_York
UCSO,USD,United Consortium Ltd.,OTC Markets Group,OTCMKTS,America/New_York
EVRC,USD,"Evercel, Inc.",OTC Markets Group,OTCMKTS,America/New_York
KMERF,USD,"Komercní banka, a.s.",OTC Markets Group,OTCMKTS,America/New_York
QCCO,USD,"QC Holdings, Inc.",OTC Markets Group,OTCMKTS,America/New_York
RACK,USD,"Rackwise, Inc.",OTC Markets Group,OTCMKTS,America/New_York
SFNXF,USD,Sofina Société Anonyme,OTC Markets Group,OTCMKTS,America/New_York
TACI,USD,TransAtlantic Capital Inc.,OTC Markets Group,OTCMKTS,America/New_York
TRSFF,USD,Tres-Or Resources Ltd.,OTC Markets Group,OTCMKTS,America/New_York
CCGDF,USD,China Cinda Asset Management Co Ltd,OTC Markets Group,OTCMKTS,America/New_York
GLXZ,USD,"Galaxy Gaming, Inc.",OTC Markets Group,OTCMKTS,America/New_York
HAWEL,USD,"Hawaiian Electric Company, Inc. PFD SER E 5%",OTC Markets Group,OTCMKTS,America/New_York
KNMCY,USD,Konami Holdings Corporation,OTC Markets Group,OTCMKTS,America/New_York
UVRBY,USD,Universal Robina Corporation,OTC Markets Group,OTCMKTS,America/New_York
AVOA,USD,Avoca LLC,OTC Markets Group,OTCMKTS,America/New_York
CBYDF,USD,Corby Spirit and Wine Ltd Class A,OTC Markets Group,OTCMKTS,America/New_York
SFDL,USD,Security Federal Corporation,OTC Markets Group,OTCMKTS,America/New_York
WBSI,USD,"WebSafety, Inc.",OTC Markets Group,OTCMKTS,America/New_York
AFCJF,USD,AFC Ajax NV,OTC Markets Group,OTCMKTS,America/New_York
HLTEF,USD,Hilan Ltd.,OTC Markets Group,OTCMKTS,America/New_York
RPDT,USD,"Rapidtron, Inc.",OTC Markets Group,OTCMKTS,America/New_York
SHERF,USD,Sherritt International Corporation,OTC Markets Group,OTCMKTS,America/New_York
SVRGF,USD,Seven Generations Energy Ltd.,OTC Markets Group,OTCMKTS,America/New_York
DIZTF,USD,Dignitana AB (publ.),OTC Markets Group,OTCMKTS,America/New_York
TKPHF,USD,Takeda Pharmaceutical Company Limited,OTC Markets Group,OTCMKTS,America/New_York
AVLNF,USD,Avalon Advanced Materials Inc.,OTC Markets Group,OTCMKTS,America/New_York
RCTC,USD,Ready Credit Corporation,OTC Markets Group,OTCMKTS,America/New_York
GLFH,USD,"Galenfeha, Inc.",OTC Markets Group,OTCMKTS,America/New_York
JMDA,USD,"Jerrick Media Holdings, Inc.",OTC Markets Group,OTCMKTS,America/New_York
ORXGF,USD,Orca Exploration Group Inc.,OTC Markets Group,OTCMKTS,America/New_York
CNPWP,USD,CONNECTICUT LIGHT POWER 2.04% PRF,OTC Markets Group,OTCMKTS,America/New_York
ESALY,USD,"Eisai Co., Ltd.",OTC Markets Group,OTCMKTS,America/New_York
MCCX,USD,"McorpCX, Inc.",OTC Markets Group,OTCMKTS,America/New_York
ADVC,USD,Advant-e Corp.,OTC Markets Group,OTCMKTS,America/New_York
TYBT,USD,"Trinity Bank, N.A.",OTC Markets Group,OTCMKTS,America/New_York
CCEDF,USD,Cascadero Copper Corporation,OTC Markets Group,OTCMKTS,America/New_York
PBCO,USD,People's Bank of Commerce,OTC Markets Group,OTCMKTS,America/New_York
SMCE,USD,"SMC Entertainment, Inc.",OTC Markets Group,OTCMKTS,America/New_York
UERLF,USD,US Oil Sands Inc.,OTC Markets Group,OTCMKTS,America/New_York
WPPGF,USD,WPP plc,OTC Markets Group,OTCMKTS,America/New_York
CPNVF,USD,Copper North Mining Corp.,OTC Markets Group,OTCMKTS,America/New_York
EAPH,USD,Easton Pharmaceuticals Inc.,OTC Markets Group,OTCMKTS,America/New_York
IMASY,USD,Inmarsat Plc,OTC Markets Group,OTCMKTS,America/New_York
ITMSF,USD,Intermap Technologies Corporation,OTC Markets Group,OTCMKTS,America/New_York
BFFAF,USD,BASF SE,OTC Markets Group,OTCMKTS,America/New_York
BLIAQ,USD,BB Liquidating Inc.,OTC Markets Group,OTCMKTS,America/New_York
BRSLF,USD,Barsele Minerals Corp.,OTC Markets Group,OTCMKTS,America/New_York
DMSQ,USD,Damariscotta Bankshares Inc.,OTC Markets Group,OTCMKTS,America/New_York
KENS,USD,Kenilworth Systems Corp.,OTC Markets Group,OTCMKTS,America/New_York
MSLP,USD,MusclePharm Corporation,OTC Markets Group,OTCMKTS,America/New_York
AKABY,USD,ALK-Abelló A/S,OTC Markets Group,OTCMKTS,America/New_York
AMYZF,USD,American Manganese Inc,OTC Markets Group,OTCMKTS,America/New_York
YSHLF,USD,Yangzijiang Shipbuilding (Holdings) Ltd.,OTC Markets Group,OTCMKTS,America/New_York
AMSA,USD,AMERN SENIORS A/SH,OTC Markets Group,OTCMKTS,America/New_York
DPGYF,USD,Delphi Energy Corp.,OTC Markets Group,OTCMKTS,America/New_York
IVDN,USD,"Innovative Designs, Inc.",OTC Markets Group,OTCMKTS,America/New_York
CCAN,USD,Canadian Cannabis Corp.,OTC Markets Group,OTCMKTS,America/New_York
MRAAF,USD,"Murata Manufacturing Co., Ltd.",OTC Markets Group,OTCMKTS,America/New_York
SGOO,USD,Snoogoo Corp.,OTC Markets Group,OTCMKTS,America/New_York
CHKIF,USD,China Southern Airlines Company Limited,OTC Markets Group,OTCMKTS,America/New_York
GMHLF,USD,GAM Holding AG,OTC Markets Group,OTCMKTS,America/New_York
SGIOY,USD,"Shionogi & Co., Ltd.",OTC Markets Group,OTCMKTS,America/New_York
SVNBY,USD,"Seven Bank, Ltd.",OTC Markets Group,OTCMKTS,America/New_York
SVNLF,USD,Svenska Handelsbanken AB (publ),OTC Markets Group,OTCMKTS,America/New_York
ALTAF,USD,Altura Mining Limited,OTC Markets Group,OTCMKTS,America/New_York
KRYPY,USD,KERRY PROPERTIE/ADR,OTC Markets Group,OTCMKTS,America/New_York
NCFFF,USD,Northcliff Resources Ltd.,OTC Markets Group,OTCMKTS,America/New_York
TSGL,USD,The Staffing Group Ltd.,OTC Markets Group,OTCMKTS,America/New_York
WSTRF,USD,Western Uranium & Vanadium Corp.,OTC Markets Group,OTCMKTS,America/New_York
ASXSF,USD,Elysee Development Corp.,OTC Markets Group,OTCMKTS,America/New_York
MPGPF,USD,PageGroup plc,OTC Markets Group,OTCMKTS,America/New_York
AIDA,USD,"Aida Pharmaceuticals, Inc.",OTC Markets Group,OTCMKTS,America/New_York
EBCOY,USD,Ebara Corporation,OTC Markets Group,OTCMKTS,America/New_York
MTGRF,USD,Mount Gibson Iron Limited,OTC Markets Group,OTCMKTS,America/New_York
VRME,USD,"VerifyMe, Inc.",OTC Markets Group,OTCMKTS,America/New_York
TLVA,USD,Revival Inc.,OTC Markets Group,OTCMKTS,America/New_York
TNTFF,USD,PostNL N.V.,OTC Markets Group,OTCMKTS,America/New_York
ALFFF,USD,"Alfa, S. A. B. de C. V.",OTC Markets Group,OTCMKTS,America/New_York
CBOF,USD,"CBOA Financial, Inc.",OTC Markets Group,OTCMKTS,America/New_York
ITMZF,USD,Intema Solutions Inc.,OTC Markets Group,OTCMKTS,America/New_York
AMAR,USD,"Amarillo Biosciences, Inc.",OTC Markets Group,OTCMKTS,America/New_York
BRMSY,USD,BR Malls Participações S.A.,OTC Markets Group,OTCMKTS,America/New_York
TNREF,USD,Taranis Resources Inc.,OTC Markets Group,OTCMKTS,America/New_York
ACWRF,USD,Acceleware Ltd.,OTC Markets Group,OTCMKTS,America/New_York
ALPMY,USD,Astellas Pharma Inc.,OTC Markets Group,OTCMKTS,America/New_York
AMSIY,USD,ArcelorMittal South Africa Ltd,OTC Markets Group,OTCMKTS,America/New_York
LMNK,USD,"Lifestyle Medical Network, Inc.",OTC Markets Group,OTCMKTS,America/New_York
WELPP,USD,Wisconsin Electric Power Company PFD 3.60%,OTC Markets Group,OTCMKTS,America/New_York
ZIPL,USD,"ZipLink, Inc.",OTC Markets Group,OTCMKTS,America/New_York
BGMD,USD,"BG Medicine, Inc.",OTC Markets Group,OTCMKTS,America/New_York
ESCU,USD,"Escue Energy, Inc.",OTC Markets Group,OTCMKTS,America/New_York
FUIZF,USD,FUBON FINL HLDG/S GDR REGS,OTC Markets Group,OTCMKTS,America/New_York
EGFHF,USD,Echelon Financial Holdings Inc.,OTC Markets Group,OTCMKTS,America/New_York
LTUM,USD,Lithium Corporation,OTC Markets Group,OTCMKTS,America/New_York
SMSMY,USD,Sims Metal Management Limited,OTC Markets Group,OTCMKTS,America/New_York
HTSC,USD,Here to Serve Holding Corp.,OTC Markets Group,OTCMKTS,America/New_York
LLEN,USD,"L & L Energy, Inc.",OTC Markets Group,OTCMKTS,America/New_York
INRD,USD,"Inrad Optics, Inc.",OTC Markets Group,OTCMKTS,America/New_York
SFTBY,USD,SoftBank Group Corp.,OTC Markets Group,OTCMKTS,America/New_York
TRYXF,USD,Troymet Exploration Corp.,OTC Markets Group,OTCMKTS,America/New_York
XRXH,USD,XRX International Ent Holding Group Inc,OTC Markets Group,OTCMKTS,America/New_York
AEGG,USD,"The American Energy Group, Ltd.",OTC Markets Group,OTCMKTS,America/New_York
ALSMY,USD,Alstom SA,OTC Markets Group,OTCMKTS,America/New_York
CERGF,USD,Ceres Global Ag Corp.,OTC Markets Group,OTCMKTS,America/New_York
MCESF,USD,Macro Enterprises Inc.,OTC Markets Group,OTCMKTS,America/New_York
PSFT,USD,Powersafe Technology Corp,OTC Markets Group,OTCMKTS,America/New_York
SPEC,USD,"SpectralCast, Inc.",OTC Markets Group,OTCMKTS,America/New_York
COCSF,USD,"Coca-Cola FEMSA, S.A.B. de C.V.",OTC Markets Group,OTCMKTS,America/New_York
DSFN,USD,DSA Financial Corporation,OTC Markets Group,OTCMKTS,America/New_York
HCEI,USD,"Healthy Coffee International, Inc.",OTC Markets Group,OTCMKTS,America/New_York
MXMG,USD,Maxima Group Inc.,OTC Markets Group,OTCMKTS,America/New_York
BMRK,USD,Benchmark Energy Corporation,OTC Markets Group,OTCMKTS,America/New_York
TEVJF,USD,Teva Pharmaceutical Industries Limited,OTC Markets Group,OTCMKTS,America/New_York
ARUXF,USD,Acrux Limited,OTC Markets Group,OTCMKTS,America/New_York
CSNVY,USD,Corbion N.V.,OTC Markets Group,OTCMKTS,America/New_York
JCDAF,USD,Jacada Ltd.,OTC Markets Group,OTCMKTS,America/New_York
JURIF,USD,Juridica Investments Ltd,OTC Markets Group,OTCMKTS,America/New_York
ORKLF,USD,Orkla ASA,OTC Markets Group,OTCMKTS,America/New_York
JXHLY,USD,"JXTG Holdings, Inc.",OTC Markets Group,OTCMKTS,America/New_York
KDDIF,USD,KDDI Corporation,OTC Markets Group,OTCMKTS,America/New_York
AMIGY,USD,Admiral Group plc,OTC Markets Group,OTCMKTS,America/New_York
CHCX,USD,"CTGX Mining, Inc.",OTC Markets Group,OTCMKTS,America/New_York
FITX,USD,"Creative Edge Nutrition, Inc.",OTC Markets Group,OTCMKTS,America/New_York
PDPYF,USD,Painted Pony Energy Ltd.,OTC Markets Group,OTCMKTS,America/New_York
TRAUF,USD,Transurban Group,OTC Markets Group,OTCMKTS,America/New_York
AIVN,USD,"American International Ventures, Inc.",OTC Markets Group,OTCMKTS,America/New_York
QMKR,USD,"uBid Holdings, Inc.",OTC Markets Group,OTCMKTS,America/New_York
TMNSF,USD,Temenos AG,OTC Markets Group,OTCMKTS,America/New_York
BTSGY,USD,BTS Group Holdings Public Company Limited,OTC Markets Group,OTCMKTS,America/New_York
RKWBF,USD,ROCKWOOL International A/S,OTC Markets Group,OTCMKTS,America/New_York
STMNF,USD,"Sumitomo Metal Mining Co., Ltd.",OTC Markets Group,OTCMKTS,America/New_York
TSRYF,USD,Treasury Wine Estates Limited,OTC Markets Group,OTCMKTS,America/New_York
CWYCY,USD,China Railway Construction Corporation Limited,OTC Markets Group,OTCMKTS,America/New_York
GLUX,USD,"Great Lakes Aviation, Ltd.",OTC Markets Group,OTCMKTS,America/New_York
PONT,USD,"Pontiac Bancorp, Inc.",OTC Markets Group,OTCMKTS,America/New_York
RTLGF,USD,St. Augustine Gold and Copper Limited,OTC Markets Group,OTCMKTS,America/New_York
AVRN,USD,Avra Inc.,OTC Markets Group,OTCMKTS,America/New_York
MITSF,USD,"Mitsui & Co., Ltd.",OTC Markets Group,OTCMKTS,America/New_York
VIRA,USD,Viratech Corp.,OTC Markets Group,OTCMKTS,America/New_York
AXSAF,USD,Axis AB (publ),OTC Markets Group,OTCMKTS,America/New_York
KGKG,USD,"Kona Gold Solutions, Inc.",OTC Markets Group,OTCMKTS,America/New_York
NVIC,USD,N-Viro International Corporation,OTC Markets Group,OTCMKTS,America/New_York
NWBO,USD,"Northwest Biotherapeutics, Inc.",OTC Markets Group,OTCMKTS,America/New_York
PPWLM,USD,PacifiCorp,OTC Markets Group,OTCMKTS,America/New_York
UITA,USD,Utilicraft Aerospace Industries Inc.,OTC Markets Group,OTCMKTS,America/New_York
ARMZF,USD,Aura Minerals Inc.,OTC Markets Group,OTCMKTS,America/New_York
MLMN,USD,"Millennium Prime, Inc.",OTC Markets Group,OTCMKTS,America/New_York
SHMUF,USD,Shimizu Corporation,OTC Markets Group,OTCMKTS,America/New_York
CBDEF,USD,BlueNRGY Group Limited,OTC Markets Group,OTCMKTS,America/New_York
FCIC,USD,"FCCC, Inc.",OTC Markets Group,OTCMKTS,America/New_York
ITMC,USD,Itoco Inc.,OTC Markets Group,OTCMKTS,America/New_York
AKBTY,USD,Akbank T.A.S.,OTC Markets Group,OTCMKTS,America/New_York
INTH,USD,INNOTECH CORP/SH,OTC Markets Group,OTCMKTS,America/New_York
OLCLF,USD,"ORIENTAL LAND CO., LTD.",OTC Markets Group,OTCMKTS,America/New_York
ONOV,USD,BioNovelus Inc.,OTC Markets Group,OTCMKTS,America/New_York
SIGM,USD,"Sigma Designs, Inc.",OTC Markets Group,OTCMKTS,America/New_York
IAUGF,USD,Insurance Australia Group Limited,OTC Markets Group,OTCMKTS,America/New_York
AGSVF,USD,Argentum Silver Corp.,OTC Markets Group,OTCMKTS,America/New_York
GCTAF,USD,"Siemens Gamesa Renewable Energy, S.A.",OTC Markets Group,OTCMKTS,America/New_York
MENXF,USD,Memex Inc.,OTC Markets Group,OTCMKTS,America/New_York
QUES,USD,"Quest Solution, Inc.",OTC Markets Group,OTCMKTS,America/New_York
BLIBQ,USD,BB Liquidating Inc.,OTC Markets Group,OTCMKTS,America/New_York
CTNXF,USD,Cornerstone Capital Resources Inc.,OTC Markets Group,OTCMKTS,America/New_York
NPKLY,USD,Nampak Limited,OTC Markets Group,OTCMKTS,America/New_York
SKUFF,USD,AB SKF (publ),OTC Markets Group,OTCMKTS,America/New_York
SXOOF,USD,St-Georges Eco-Mining Corp.,OTC Markets Group,OTCMKTS,America/New_York
KCDMY,USD,"Kimberly-Clark de México, S. A. B. de C. V.",OTC Markets Group,OTCMKTS,America/New_York
MHSDF,USD,"Megacable Holdings, S. A. B. de C. V.",OTC Markets Group,OTCMKTS,America/New_York
XSPY,USD,SPY Inc.,OTC Markets Group,OTCMKTS,America/New_York
AGPYY,USD,AGILE GRP HOLDI/ADR,OTC Markets Group,OTCMKTS,America/New_York
ATLRF,USD,Atlatsa Resources Corporation,OTC Markets Group,OTCMKTS,America/New_York
SPNUF,USD,Spirent Communications plc,OTC Markets Group,OTCMKTS,America/New_York
EUIVF,USD,Eurocastle Investment Limited,OTC Markets Group,OTCMKTS,America/New_York
FNHM,USD,"FNBH Bancorp, Inc.",OTC Markets Group,OTCMKTS,America/New_York
NEMTF,USD,Nemetschek SE,OTC Markets Group,OTCMKTS,America/New_York
FLYLF,USD,FLYHT Aerospace Solutions Ltd.,OTC Markets Group,OTCMKTS,America/New_York
SMCBF,USD,The Siam Commercial Bank Public Company Limited,OTC Markets Group,OTCMKTS,America/New_York
FMBRY,USD,FAMOUS BRANDS L/ADR,OTC Markets Group,OTCMKTS,America/New_York
HZNOF,USD,Horizon North Logistics Inc.,OTC Markets Group,OTCMKTS,America/New_York
PMULF,USD,Pure Multi-Family REIT LP,OTC Markets Group,OTCMKTS,America/New_York
TOSYY,USD,Toshiba Corporation,OTC Markets Group,OTCMKTS,America/New_York
CMMMF,USD,Comstock Metals Ltd.,OTC Markets Group,OTCMKTS,America/New_York
CUYTF,USD,Etn. Fr. Colruyt NV,OTC Markets Group,OTCMKTS,America/New_York
LLESY,USD,LendLease Group,OTC Markets Group,OTCMKTS,America/New_York
CCDBF,USD,CCL Industries Inc.,OTC Markets Group,OTCMKTS,America/New_York
ACGYF,USD,Subsea 7 S.A.,OTC Markets Group,OTCMKTS,America/New_York
HBPE,USD,HBP Energy Corp.,OTC Markets Group,OTCMKTS,America/New_York
JPSTF,USD,"JAPAN POST BANK Co.,Ltd.",OTC Markets Group,OTCMKTS,America/New_York
ORBN,USD,"Oregon Bancorp, Inc.",OTC Markets Group,OTCMKTS,America/New_York
BESVF,USD,BE Semiconductor Industries N.V.,OTC Markets Group,OTCMKTS,America/New_York
KMNCF,USD,Kingsmen Creatives Ltd.,OTC Markets Group,OTCMKTS,America/New_York
HCMLY,USD,LafargeHolcim Ltd,OTC Markets Group,OTCMKTS,America/New_York
PTVRF,USD,Petro-Victory Energy Corp.,OTC Markets Group,OTCMKTS,America/New_York
BTCY,USD,"Biotricity, Inc.",OTC Markets Group,OTCMKTS,America/New_York
DVDCY,USD,Davide Campari-Milano S.p.A.,OTC Markets Group,OTCMKTS,America/New_York
GCIN,USD,"GC International, Inc.",OTC Markets Group,OTCMKTS,America/New_York
IPXHY,USD,Inpex Corporation,OTC Markets Group,OTCMKTS,America/New_York
RGBC,USD,"Regional Bankshares, Inc.",OTC Markets Group,OTCMKTS,America/New_York
ETCK,USD,EnerTeck Corporation,OTC Markets Group,OTCMKTS,America/New_York
INKW,USD,"Greene Concepts, Inc.",OTC Markets Group,OTCMKTS,America/New_York
MCIG,USD,"mCig, Inc.",OTC Markets Group,OTCMKTS,America/New_York
NOVKY,USD,PAO NOVATEK,OTC Markets Group,OTCMKTS,America/New_York
TSGTF,USD,Tsingtao Brewery Company Limited,OTC Markets Group,OTCMKTS,America/New_York
FBPRM,USD,First BanCorp.,OTC Markets Group,OTCMKTS,America/New_York
PLFRY,USD,Palfinger AG,OTC Markets Group,OTCMKTS,America/New_York
BVTEF,USD,Iconic Minerals Ltd.,OTC Markets Group,OTCMKTS,America/New_York
FREGP,USD,Freddie Mac,OTC Markets Group,OTCMKTS,America/New_York
GBHPF,USD,Global Hemp Group Inc.,OTC Markets Group,OTCMKTS,America/New_York
PSJEY,USD,Petsec Energy Ltd,OTC Markets Group,OTCMKTS,America/New_York
GRMC,USD,Goldrich Mining Company,OTC Markets Group,OTCMKTS,America/New_York
PDIV,USD,"Premier Development & Investment, Inc.",OTC Markets Group,OTCMKTS,America/New_York
ALEAF,USD,Aleafia Health Inc.,OTC Markets Group,OTCMKTS,America/New_York
DDRI,USD,Diversified Resources Inc.,OTC Markets Group,OTCMKTS,America/New_York
KSKGY,USD,Kingsgate Consolidated Limited,OTC Markets Group,OTCMKTS,America/New_York
PBIO,USD,"Pressure BioSciences, Inc.",OTC Markets Group,OTCMKTS,America/New_York
HAON,USD,"Halitron, Inc.",OTC Markets Group,OTCMKTS,America/New_York
LNCLF,USD,Lincoln Mining Corporation,OTC Markets Group,OTCMKTS,America/New_York
YITYY,USD,YIT Oyj,OTC Markets Group,OTCMKTS,America/New_York
AVEW,USD,AVEW Holdings Inc.,OTC Markets Group,OTCMKTS,America/New_York
CRRFY,USD,Carrefour SA,OTC Markets Group,OTCMKTS,America/New_York
MDXG,USD,"MiMedx Group, Inc.",OTC Markets Group,OTCMKTS,America/New_York
IGAP,USD,"Integrity Applications, Inc.",OTC Markets Group,OTCMKTS,America/New_York
PGNYF,USD,Pura Vida Energy NL,OTC Markets Group,OTCMKTS,America/New_York
AMBKP,USD,American Capital Trust I PFD TR SECS 6%,OTC Markets Group,OTCMKTS,America/New_York
CNMXF,USD,Canamex Gold Corp.,OTC Markets Group,OTCMKTS,America/New_York
HKXCF,USD,Hong Kong Exchanges and Clearing Limited,OTC Markets Group,OTCMKTS,America/New_York
ITLL,USD,Intelligent Cloud Resources Inc.,OTC Markets Group,OTCMKTS,America/New_York
SDLLF,USD,SDL plc,OTC Markets Group,OTCMKTS,America/New_York
KGSPY,USD,Kingspan Group plc,OTC Markets Group,OTCMKTS,America/New_York
NXPGF,USD,National Express Group PLC,OTC Markets Group,OTCMKTS,America/New_York
ASHXF,USD,Progressive Planet Solutions Inc.,OTC Markets Group,OTCMKTS,America/New_York
HNTIF,USD,Hunting PLC,OTC Markets Group,OTCMKTS,America/New_York
ILKAY,USD,Iluka Resources Limited,OTC Markets Group,OTCMKTS,America/New_York
INCAF,USD,Inca One Gold Corp.,OTC Markets Group,OTCMKTS,America/New_York
RICOF,USD,"Ricoh Company, Ltd.",OTC Markets Group,OTCMKTS,America/New_York
SPSTF,USD,Singapore Post Limited,OTC Markets Group,OTCMKTS,America/New_York
TLPC,USD,"Telpac Industries, Inc.",OTC Markets Group,OTCMKTS,America/New_York
RLYNF,USD,Rallye SA,OTC Markets Group,OTCMKTS,America/New_York
TYFG,USD,"Tri-County Financial Group, Inc.",OTC Markets Group,OTCMKTS,America/New_York
AGPDF,USD,Amer Sports Oyj,OTC Markets Group,OTCMKTS,America/New_York
DLII,USD,"Dixie Lee International Industries, Inc.",OTC Markets Group,OTCMKTS,America/New_York
RWCI,USD,"RWC, Inc.",OTC Markets Group,OTCMKTS,America/New_York
SLNLF,USD,Stella International Holdings Limited,OTC Markets Group,OTCMKTS,America/New_York
TATD,USD,TATYANA DESIGNS/SH,OTC Markets Group,OTCMKTS,America/New_York
BERK,USD,Berkshire Bancorp Inc.,OTC Markets Group,OTCMKTS,America/New_York
PATAF,USD,Patagonia Gold plc,OTC Markets Group,OTCMKTS,America/New_York
SYBJF,USD,Security Bank Corporation,OTC Markets Group,OTCMKTS,America/New_York
AVMXY,USD,Avita Medical Limited,OTC Markets Group,OTCMKTS,America/New_York
BRSYF,USD,Brainsway Ltd.,OTC Markets Group,OTCMKTS,America/New_York
OYIEF,USD,Ocean Yield ASA,OTC Markets Group,OTCMKTS,America/New_York
AMIH,USD,American International Holdings Corp,OTC Markets Group,OTCMKTS,America/New_York
HLPCF,USD,Highlands Pacific Limited,OTC Markets Group,OTCMKTS,America/New_York
PROP,USD,Pledge Petroleum Corp.,OTC Markets Group,OTCMKTS,America/New_York
TRCY,USD,Tri City Bankshares Corporation,OTC Markets Group,OTCMKTS,America/New_York
RGDFF,USD,Reunion Gold Corporation,OTC Markets Group,OTCMKTS,America/New_York
SGSOF,USD,SGS SA,OTC Markets Group,OTCMKTS,America/New_York
LEXG,USD,"Lithium Exploration Group, Inc.",OTC Markets Group,OTCMKTS,America/New_York
PIFMY,USD,PT Indofood Sukses Makmur Tbk,OTC Markets Group,OTCMKTS,America/New_York
